species,id,biomass,biomass_dry,tl,C,N,P,location,source,Species,Family,max_size
Chromis_xanthura,18_PA_2017,49.8,14.41,10,33.551750387,9.0586598393,5.3657655276,Palmyra,Deron_Burkepile,Chromis xanthura,Pomacentridae,15
Chromis_xanthura,59_PA_2017,63.3,19.61,11,39.5195504916,8.8392754756,3.4936186315,Palmyra,Deron_Burkepile,Chromis xanthura,Pomacentridae,15
Chromis_xanthura,60_PA_2017,34.4,10.47,8.5,39.5820453799,9.1131020518,4.0766588391,Palmyra,Deron_Burkepile,Chromis xanthura,Pomacentridae,15
Chromis_xanthura,86_PA_2017,52,14.59,11,36.048779707,9.2596835956,5.1028165988,Palmyra,Deron_Burkepile,Chromis xanthura,Pomacentridae,15
Chromis_xanthura,38_PA_2017,44.9,13.35,10,38.7995845483,10.0102762032,3.6915112552,Palmyra,Deron_Burkepile,Chromis xanthura,Pomacentridae,15
Dascyllus_aruanus,909,2.2,0.73,3.2,38.1182892,9.3648781798,4.6033530866,Moorea,Deron_Burkepile,Dascyllus aruanus,Pomacentridae,10
Dascyllus_aruanus,910,3.2,1.04,4.1,33.4375849,9.0322558561,6.5894581122,Moorea,Deron_Burkepile,Dascyllus aruanus,Pomacentridae,10
Dascyllus_aruanus,912,4.6,1.49,4.2,34.9359538,8.9275918678,5.7793468061,Moorea,Deron_Burkepile,Dascyllus aruanus,Pomacentridae,10
Dascyllus_aruanus,913,6.6,2.22,5,31.6254995277,8.032,5.7043713272,Moorea,Deron_Burkepile,Dascyllus aruanus,Pomacentridae,10
Dascyllus_aruanus,914,8.9,2.89,5.6,29.6919846192,8.777,7.6979958767,Moorea,Deron_Burkepile,Dascyllus aruanus,Pomacentridae,10
Dascyllus_aruanus,915,6.1,1.92,4.8,31.043,8.397,6.419504315,Moorea,Deron_Burkepile,Dascyllus aruanus,Pomacentridae,10
Dascyllus_aruanus,916,8.3,2.88,5.5,26.584513883,6.9897630116,6.788125574,Moorea,Deron_Burkepile,Dascyllus aruanus,Pomacentridae,10
Dascyllus_aruanus,181_17,0.4,0.17,2,35.4091660923,8.65,5.5980951205,Moorea,Deron_Burkepile,Dascyllus aruanus,Pomacentridae,10
Dascyllus_aruanus,97_17,3,0.02,3.7,28.979821279,7.1722826,6.0695601,Moorea,Deron_Burkepile,Dascyllus aruanus,Pomacentridae,10
Dascyllus_flavicaudus,194,9.5,3.12,5.6,38.8106499916,9.352,7.33935219,Moorea,Deron_Burkepile,Dascyllus flavicaudus,Pomacentridae,12
Dascyllus_flavicaudus,195,6.8,2.01,5.1,32.3803146319,8.527511976,6.580744974,Moorea,Deron_Burkepile,Dascyllus flavicaudus,Pomacentridae,12
Dascyllus_flavicaudus,196,6.2,1.32,5,30.5280458586,5.877,7.4436464368,Moorea,Deron_Burkepile,Dascyllus flavicaudus,Pomacentridae,12
Dascyllus_flavicaudus,197,5.9,1.67,4.5,31.877,7.851,5.8138133615,Moorea,Deron_Burkepile,Dascyllus flavicaudus,Pomacentridae,12
Dascyllus_flavicaudus,198,6.2,1.63,4.9,31.2172489,7.747955,6.562394177,Moorea,Deron_Burkepile,Dascyllus flavicaudus,Pomacentridae,12
Dascyllus_flavicaudus,199,8.6,2.4,5.3,29.5625173,7.8582090596,5.8814709699,Moorea,Deron_Burkepile,Dascyllus flavicaudus,Pomacentridae,12
Dascyllus_flavicaudus,204,10.7,2.79,5.7,31.6872381356,7.29,7.0301683409,Moorea,Deron_Burkepile,Dascyllus flavicaudus,Pomacentridae,12
Dascyllus_flavicaudus,748,19.3,6.5,6.7,31.1792512277,8.845,7.156639375,Moorea,Deron_Burkepile,Dascyllus flavicaudus,Pomacentridae,12
Dascyllus_flavicaudus,911,4.1,1.31,4.5,35.6521044,8.8436473524,5.6487823869,Moorea,Deron_Burkepile,Dascyllus flavicaudus,Pomacentridae,12
Dascyllus_flavicaudus,1478,24.8,8.22,7.5,30.9654979247,9.5466219695,6.9039878286,Moorea,Deron_Burkepile,Dascyllus flavicaudus,Pomacentridae,12
Dascyllus_flavicaudus,1479,19,4.51,6.7,26.0895319,6.6523961,8.6459942045,Moorea,Deron_Burkepile,Dascyllus flavicaudus,Pomacentridae,12
Dascyllus_flavicaudus,1480,26.8,8.95,7.8,23.9522106333,7.149,5.7998866605,Moorea,Deron_Burkepile,Dascyllus flavicaudus,Pomacentridae,12
Dascyllus_trimaculatus,245,44.6,11.33,9.6,30.922,7.539,6.1333180432,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,246,39.4,11.11,8.5,32.6620290085,8.461,6.7327277273,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,247,19.6,4.41,7,33.8860836,9.4101005313,6.1140292917,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,248,42.4,8.5,8.9,27.5994823,7.3237021316,7.1759830718,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,249,39.2,11.74,8.7,29.3820551854,8.734432963,6.4326132857,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,353,42.2,13.11,9.7,34.0209891937,9.5918547828,5.2676609932,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,354,45.7,13.91,9.2,32.6969121923,8.1083696004,4.4371640319,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,355,66.2,22.81,10.8,28.6489755,6.6120431388,7.5608555504,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,356,70.9,21.73,10.9,31.7686193,8.4855686892,5.1647260131,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,449,45.4,14.06,9.9,30.3627796781,8.5337320218,6.2498788127,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,500,42.3,13.52,9.6,30.23,8.787,5.5935455347,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,501,33,10.1,9.1,31.065,9.06,6.2103572862,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,502,59.9,19.29,11.2,33.4352518069,9.1862243973,6.2185676315,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,503,42.9,14.55,9.9,32.569,8.441,6.4682216942,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,504,42,13.51,9.5,28.74,8.331,5.5261336102,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,505,43.3,13.02,10,30.442,9.222,6.536280481,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,506,31.7,9.56,9.3,36.226,9.463,4.2556139735,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,509,49,15.53,10.2,29.602,8.759,6.685642206,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,510,36.2,11,8.6,32.8357056,8.5914791767,5.2419905405,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,511,34.1,9.3,9,32.6175845465,10.1419785916,7.560352966,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,512,33.6,9.74,8.4,34.4116565916,10.0359601264,5.5872588358,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,513,38.3,11.66,9.2,31.5585893,9.1115567945,7.5961429382,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,514,42.7,12.35,9.7,27.6783686112,8.5130976662,5.0443502713,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,515,30,8.58,8.6,32.48568,9.2851175621,5.0143462771,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,516,44.1,13.22,9.8,32.0445459724,9.260658323,5.3193492815,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,517,42.9,12.99,9.7,27.583,8.103,7.175469194,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,519,39.3,11.66,9.6,33.5569919841,9.9698951246,5.80629275,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,520,33.2,9.11,8.2,35.0514406,10.7915250833,4.82216351,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,521,31.3,10.82,7.9,29.1940061164,8.8928308672,7.2542805727,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,551,51.1,15.66,9.4,30.178,8.773,6.1461020346,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,574,28.1,7.84,7.2,35.098737093,10.5502169266,5.512265414,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,575,42.1,12.49,8.4,34.1979038194,9.685,6.2267144501,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,576,42.3,12.86,8.7,31.0863055,8.6538283,6.2246107846,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,577,35.3,10.39,8,32.52,9.281,3.2426921075,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,579,40,12.39,8.7,32.4451231,8.6432089,7.9068288952,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,580,44.8,13.36,8.9,23.1837719617,6.687,4.4930973706,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,581,43.5,13.9,8.8,24.285613,7.0955797666,5.597863535,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,582,43.4,13.31,8.9,31.7574679862,9.426,7.820132716,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,583,42.1,12.88,9.1,35.6041153,10.2887761416,4.8380254568,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,584,47.8,14.52,6.2,31.9641190884,9.54,4.9805282089,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,646,4.2,1.25,3.8,37.2929276,9.8667633386,4.8904640137,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,720,5.6,1.48,4.8,32.9752641345,9.605,4.3819029284,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,765,42.7,13.08,9.1,45.7244138601,11.969,6.268036487,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Dascyllus_trimaculatus,351_17,40.9,14.11,8.7,39.4663603215,8.7598277,4.6831659857,Moorea,Deron_Burkepile,Dascyllus trimaculatus,Pomacentridae,11
Plectroglyphidodon_dickii,22_PA_2017,6.7,2.31,5,40.3201303088,8.7965887525,5.2538643758,Palmyra,Deron_Burkepile,Plectroglyphidodon dickii,Pomacentridae,11
Plectroglyphidodon_dickii,39_PA_2017,9.2,2.94,5.6,38.6876710537,8.885977036,3.9946695998,Palmyra,Deron_Burkepile,Plectroglyphidodon dickii,Pomacentridae,11
Plectroglyphidodon_dickii,43_PA_2017,6,1.81,4.8,34.2050826156,8.6162361091,5.878065311,Palmyra,Deron_Burkepile,Plectroglyphidodon dickii,Pomacentridae,11
Plectroglyphidodon_dickii,61_PA_2017,6.4,1.97,5.9,39.0838095453,9.1135317193,4.7582088269,Palmyra,Deron_Burkepile,Plectroglyphidodon dickii,Pomacentridae,11
Plectroglyphidodon_dickii,62_PA_2017,5.5,1.54,5.6,38.7391108421,9.0433142541,4.6481219709,Palmyra,Deron_Burkepile,Plectroglyphidodon dickii,Pomacentridae,11
Plectroglyphidodon_johnstonianus,21_PA_2017,14.9,5.54,6.5,41.7436275516,7.8700652722,6.3512569448,Palmyra,Deron_Burkepile,Plectroglyphidodon johnstonianus,Pomacentridae,14
Plectroglyphidodon_johnstonianus,4_PA_2017,4.74,1.64,5.3,41.8757558495,8.2940162995,4.4676824534,Palmyra,Deron_Burkepile,Plectroglyphidodon johnstonianus,Pomacentridae,14
Plectroglyphidodon_johnstonianus,44_PA_2017,8.6,2.79,5.4,34.3639434582,7.8665245474,4.9622361679,Palmyra,Deron_Burkepile,Plectroglyphidodon johnstonianus,Pomacentridae,14
Plectroglyphidodon_johnstonianus,63_PA_2017,7.2,2.36,5.1,37.3713647696,7.4608036381,4.5128900007,Palmyra,Deron_Burkepile,Plectroglyphidodon johnstonianus,Pomacentridae,14
Pomacentrus_pavo,191,0.5,0.12,2.3,43.3305357,11.6624013,2.252193655,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,203,3.6,1.13,4.7,41.394,9.665,3.6699981548,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,647,1.4,0.37,3.2,40.0467103,10.7014032,3.010317621,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,653,1,0.24,2.8,39.8264369,10.2127905411,3.2495460568,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,654,3.2,1.03,4.1,39.1829409,9.1510082,3.9242789461,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,655,4.3,1.19,5,31.815240729,8.305714578,5.2506216877,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,658,0.5,0.13,2.2,36.0736750335,10.6525223487,5.3388364481,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,669,0.8,0.24,3,36.2480472,10.1528735,3.3566004083,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,670,2.6,0.75,4.2,38.0367088316,10.441187716,4.4998752944,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,671,2.9,0.88,4.5,32.6841709,9.287793,5.61129278,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,673,0.4,0.11,2.2,36.7409625,10.2699213,6.5723273973,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,675,3.3,0.93,4.6,31.1397547,9.2703820521,5.098457585,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,680,1.9,0.55,3.8,36.2085191,10.5410838,4.0254647551,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,682,0.7,0.21,2.9,37.4834628,11.0211034,3.835499606,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,683,2,0.54,3.8,38.5326706,10.9077284,4.790057727,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,685,1,0.29,3.2,35.8107997,10.8161159,4.103140861,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,688,0.2,0.04,1.8,38.3334909,10.9229937,2.930507411,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,711,6.5,3.53,5.6,37.0435568,9.8707210472,4.4548116284,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,712,4.3,1.21,4.8,36.1292727,10.0691141,4.4626332687,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,714,4.3,1.18,4.9,35.3783380927,10.7937523837,5.643765514,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,715,3.5,0.95,4.7,33.2959129,9.4607186,4.0729890213,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,716,5.2,1.56,5.4,37.0870603735,10.5083412801,4.2944796039,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,740,2,0.51,3.4,39.0940448633,11.1210975241,2.7178125357,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,862,1.5,0.43,3.5,37.813,10.696,3.714987591,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,863,1.4,0.32,3.1,38.0240542,10.6623956022,3.338802739,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,865,2.7,0.73,4.2,37.0400218,10.0243644236,3.742684786,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,866,1.7,0.48,3.5,37.9036277,9.2123881841,3.8875224723,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,867,3.7,1.03,4.6,35.5404541,9.7751878,5.0519590854,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,869,1.4,0.38,3.4,36.0792672,10.4101943,3.8629067372,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,871,2.8,2.57,4.3,36.8710823,9.9234027,4.7794764835,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,874,1.5,0.39,3.4,39.0935521,9.4934443,4.7521173033,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,875,1.4,0.38,3.4,37.8285292,9.3722569,3.9695066437,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,876,3.5,1.03,4.5,40.8045057,10.542048,3.7906408408,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,878,5,1.42,5.4,31.004,9.375,5.5389411258,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,879,3.1,0.96,4.7,37.9330979,9.263020434,3.6556399223,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,880,3.1,0.8,4.6,36.3837669,10.6543745927,3.7822924528,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,881,4.3,1.14,4.9,32.3233036,9.8290758187,4.594215967,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Pomacentrus_pavo,882,6.4,1.84,5.6,37.1506872,9.903419851,4.669298512,Moorea,Deron_Burkepile,Pomacentrus pavo,Pomacentridae,8.5
Stegastes_fasciolatus,15_17,1.6,0.43,3.3,35.1756076483,10.37,4.3667812299,Moorea,Deron_Burkepile,Stegastes fasciolatus,Pomacentridae,15
Stegastes_fasciolatus,16_17,0,0.25,2.8,36.3983810745,10.6,4.3896442594,Moorea,Deron_Burkepile,Stegastes fasciolatus,Pomacentridae,15
Stegastes_fasciolatus,172_17,20.2,6.19,7.5,37.1837747432,9.25,4.4833591071,Moorea,Deron_Burkepile,Stegastes fasciolatus,Pomacentridae,15
Stegastes_fasciolatus,177_17,10,2.69,5.9,31.1482666461,8.7242049,5.2437937099,Moorea,Deron_Burkepile,Stegastes fasciolatus,Pomacentridae,15
Stegastes_fasciolatus,178_17,4.2,1.16,4.6,34.6529021338,9.7080216,4.9359842317,Moorea,Deron_Burkepile,Stegastes fasciolatus,Pomacentridae,15
Stegastes_fasciolatus,85_17,5,1.52,4.7,37.0640799006,9.60736,4.4948698688,Moorea,Deron_Burkepile,Stegastes fasciolatus,Pomacentridae,15
Chlorurus_spilurus,67,79.7,19.19,14.2,39.039103284,12.3621444342,5.1371256905,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,71,109.6,28.91,15.3,39.629456329,12.06,4.1183692465,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,78,128.4,29.96,16.3,37.168,10.434,5.3275340795,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,80,145.2,32.83,17.2,38.4750802,10.641946,4.8751553126,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,95,97,18.23,14.5,34.533,9.749,5.9189629515,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,96,157.8,32.43,17.4,33.8761380877,10.234523635,4.4493456287,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,98,114.4,25.64,15.1,32.5672118325,9.3170856124,5.2847118468,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,140,156.5,36.67,16.4,37.482,10.374,4.2137125188,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,142,168,40.19,16.8,38.456,10.217,3.6788218814,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,146,202.5,44.15,18.2,13.6592085,4.2166219,5.3483077448,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,147,153.5,32.28,16,35.6355022,9.9543159,3.2549451761,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,149,110.4,19.65,14.8,37.81,9.753,3.9215449503,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,167,146.4,25.92,16.8,35.5025874,9.6504167854,6.1570564507,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,169,112,23.91,14.7,38.9896896,10.7686655,3.8580256513,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,179,136.4,32.73,16.5,39.4956018,10.3047525,3.4765695826,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,180,130.5,33.45,16.6,41.074,11.259,3.779590373,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,181,153.1,25.73,16.9,32.4794594461,9.2593578359,4.6115766858,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,183,209.1,46.13,18.7,37.6153920888,10.0114405955,3.8860603477,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,184,138.6,31.55,17.3,34.8447752126,10.7531073489,4.9547885325,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,185,196.2,29.4,18.2,33.087,6.98,6.0183917624,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,225,130.7,30.13,16,39.494,11.961,3.6752149684,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,265,111.8,27.43,15.4,36.6115022,10.7207572,4.1110856225,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,305,146.6,21.71,16.4,40.501279885,10.4694415086,4.8713339284,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,306,255.7,46.6,19.5,36.0660761262,9.7316213876,7.0046227242,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,307,138,32.46,16.5,37.867261,10.0358718271,3.1667813939,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,359,93.6,27.99,13.9,39.3197283,10.7186031904,2.940237496,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,367,210.5,47.2,18.6,40.58,10.57,3.8543516874,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,369,178.3,38.47,17.8,39.3000581032,11.9853530062,5.8683993156,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,391,6.5,1.84,7.3,38.9784643122,11.0551856411,4.0756741789,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,394,163.3,42.98,17.6,33.1093692657,9.9154858349,5.3672388565,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,395,148.7,39.46,16.6,35.9281401,10.602109649,4.0639781074,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,396,398.9,77.25,22.1,36.4906177304,10.999615731,3.6869570052,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,397,78.6,23.33,14.1,34.5854894,9.7089684557,3.257573,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,410,147.4,35.03,17.3,32.1277995193,10.0594358259,5.4181373728,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,411,176.3,45.51,18.2,36.9302221642,11.0280366676,4.3578780314,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,413,101.5,31.62,16,42.8919895,13.6248720486,3.9348326225,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,428,115.4,29.73,16.6,33.1547546,9.7725707188,3.5391660871,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,585,73.5,17.12,0,34.277,8.999,3.3718513699,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,586,72.1,17.18,13.8,36.4493013226,11.0906522861,3.3939158086,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,587,106.9,24.57,13.4,34.710789979,9.8126495187,3.5901222798,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
Chlorurus_spilurus,589,125.5,32.43,14.9,34.7304289936,10.0118018583,3.4601383697,Moorea,Deron_Burkepile,Chlorurus spilurus,Labridae,40
